id_cliente_unico;Recencia;Frequencia;Monetario;R_Score;F_Score;M_Score;FM_Score;Segmento
254a9ae5db3bc5cb5027f6b616e8dab2;230;1;129.9;3;1;2;1.5;Promissor
254cc55d487e49155d9a904883f7dfd0;252;1;259.9;2;1;2;1.5;Prestes a Hibernar
25539f1fe8fabc01797b6dbd21a8df4a;54;1;799.9;5;1;4;2.5;Clientes Recentes
255eddad4c4546b207b7aa406a931e67;70;1;299.9;5;1;3;2.0;Clientes Recentes
2565b2a15c99a63ee6146dfc532f068a;71;1;1499.9;5;1;4;2.5;Clientes Recentes
25675b9a1052e82cc3d0ee65efb883e6;278;1;399.9;2;1;3;2.0;Precisam de Atenção
256a6a3b559c78fa8cda69de85bfb70c;148;1;1499.9;4;1;4;2.5;Clientes Recentes
2571f41727577645737ff6b834e9043b;43;1;799.9;5;1;4;2.5;Clientes Recentes
2592789c0e70f4d2af39afae4dd431ec;282;1;39.9;2;1;1;1.0;Prestes a Hibernar
259a0ecdf2ae510fb368704926f1dd2b;196;1;259.9;3;1;2;1.5;Promissor
25affca928e204c53cd4dedb58c6fa34;360;1;299.9;2;1;3;2.0;Precisam de Atenção
25cac425f64ae1b78c60c2afae3ec384;226;2;1399.8;3;2;4;3.0;Lealdade Potencial
25e874d5e9610b2406ba7405aabb45ca;28;1;219.9;5;1;2;1.5;Clientes Recentes
25e9e44d12e89159ec1ff507f2ce9e3b;119;1;549.9;4;1;3;2.0;Clientes Recentes
25ec47585ccea752254b5a57a0cf41d6;475;1;249.9;1;1;2;1.5;Hibernando
2604117c1b7f93e6dc4ee94a32098440;76;1;749.9;5;1;4;2.5;Clientes Recentes
26212dbef2793994deae6798686c6c74;444;1;799.9;1;1;4;2.5;Hibernando
262e1f1e26e92e86375f86840b4ffd63;80;1;1199.9;5;1;4;2.5;Clientes Recentes
263baeebdd1d811cb0c3496c1de697e6;192;1;99.9;3;1;2;1.5;Promissor
264f33eb52366d6efeae97a7de43a1e6;125;1;799.9;4;1;4;2.5;Clientes Recentes
264f4cb827da92a17f8296f54595aecf;152;1;35.9;4;1;1;1.0;Clientes Recentes
2651a8c53300ca8a4eb04de1ae64ea93;220;1;1499.9;3;1;4;2.5;Promissor
265dcd451ef43594627c1cb2e245e03b;387;1;399.9;1;1;3;2.0;Hibernando
265e680952d0501a7473abf616e79cc7;303;1;799.9;2;1;4;2.5;Precisam de Atenção
26689da93e3112041f2a9109abba4d9c;279;1;2599.9;2;1;5;3.0;Precisam de Atenção
2677cf09ca76d24d69bb46e7ec2415fd;12;1;329.9;5;1;3;2.0;Clientes Recentes
268323bb57cba6b9911147a93f90cab8;251;1;259.9;2;1;2;1.5;Prestes a Hibernar
269773a22afb7d31555459a234c70c41;79;1;519.8;5;1;3;2.0;Clientes Recentes
26ab14ae56512a9cdb7e70d0b713798b;167;1;1899.9;4;1;5;3.0;Lealdade Potencial
26af64ad76c947723d909990aa7079b8;149;1;549.9;4;1;3;2.0;Clientes Recentes
26b0e1ea6c8e0976c527ff599e113ad9;281;1;79.9;2;1;1;1.0;Prestes a Hibernar
26b56c033a85c906839ebb8b8dd0aadc;307;1;259.9;2;1;2;1.5;Prestes a Hibernar
26b7455785ecfd6291fffb27e060e3ff;135;1;1299.9;4;1;4;2.5;Clientes Recentes
26cc960d8bedb50ebc139061cb4d1a86;54;1;3299.9;5;1;5;3.0;Lealdade Potencial
26de5f37a3eed5aa543737695f3ae0c8;307;1;1499.9;2;1;4;2.5;Precisam de Atenção
26e025af2347c3968f6a578f853a9da2;108;1;19.9;5;1;1;1.0;Clientes Recentes
26e4f89a31e7097a127cf4c595573c28;93;1;279.9;5;1;3;2.0;Clientes Recentes
26eaae8c1a6bf6dde7ec03d919b31ffd;355;1;99.9;2;1;2;1.5;Prestes a Hibernar
26eb9fc7802ec59d99593a73f0e304a8;216;1;299.9;3;1;3;2.0;Promissor
2708339a3f5355f56983737d54fbce59;228;1;34.9;3;1;1;1.0;Promissor
271868bfc8c00119ae123bf13704679c;25;1;279.9;5;1;3;2.0;Clientes Recentes
2726f9b34dd552604f0a54da34bfab03;238;1;219.9;2;1;2;1.5;Prestes a Hibernar
272f7dfe5a6714f61a473c8d2f2862f1;459;2;549.8;1;2;3;2.5;Hibernando
2731c5c3dfeaab1cae70774975c1dd93;86;1;43.8;5;1;1;1.0;Clientes Recentes
274d4e175e327cce95f86619d7ebe6dd;14;1;799.9;5;1;4;2.5;Clientes Recentes
27690888a79eb5f2a5b8d0cd1ae0e596;197;1;559.8;3;1;3;2.0;Promissor
276c6b10d49760263cc9d3250f695d47;80;1;279.9;5;1;3;2.0;Clientes Recentes
2778fb68c2c1a27d25dc51be36a64789;31;1;499.9;5;1;3;2.0;Clientes Recentes
2784eddb9ce410e1843c8cb2619758eb;162;1;259.9;4;1;2;1.5;Clientes Recentes
2786c621f0e301eacba2d60b3d79ec2a;14;1;79.9;5;1;1;1.0;Clientes Recentes
27892cf13678c6d9e25ff75069b04fed;63;1;1499.9;5;1;4;2.5;Clientes Recentes
2797cc1c85376137b29341b675e76bc8;281;1;3399.9;2;1;5;3.0;Precisam de Atenção
279856ee4305e463a7969d1ad13f657c;182;1;259.8;4;1;2;1.5;Clientes Recentes
27994d62e7ec39656f6c8b2c39a19431;296;1;15.9;2;1;1;1.0;Prestes a Hibernar
279a971f4590c53700a024ad54cf0f08;186;1;149.9;3;1;2;1.5;Promissor
279f3f41a674c28bd50f61f8b3c20c8b;111;1;1299.9;4;1;4;2.5;Clientes Recentes
27a09991ce74f723742165ebf54c609d;189;1;2999.8;3;1;5;3.0;Lealdade Potencial
27a6ed43c623d0ae63051aa18cff700b;136;1;259.9;4;1;2;1.5;Clientes Recentes
27a846eae515192b9c7c37ee36d51404;457;1;19.9;1;1;1;1.0;Perdido
27cbfa02d06fde5a0e612721ec5bd891;29;1;2999.9;5;1;5;3.0;Lealdade Potencial
27cf7112eee3dc907058ce6cb8aeb996;270;1;8499.9;2;1;5;3.0;Precisam de Atenção
27d25e600109af78787b2f8c2df7fccb;271;1;259.9;2;1;2;1.5;Prestes a Hibernar
27d2ca358560349626ac4d8ec44524c4;149;1;1499.9;4;1;4;2.5;Clientes Recentes
27dc5a9752fbe3fab28ee4a2a6985163;437;1;249.9;1;1;2;1.5;Hibernando
27df32d327480d428dcf777ceedb0f3b;136;1;64.9;4;1;1;1.0;Clientes Recentes
27e068cd8f732d869a03bedcd5a5a90a;417;1;249.9;1;1;2;1.5;Hibernando
27fa49a039b1620b957d7a16ed397558;141;1;2499.9;4;1;5;3.0;Lealdade Potencial
2801537af8bdc2b1cd9bb14862b3f24b;209;1;1199.69;3;1;4;2.5;Promissor
280bd40787648bfaa6756e2013520c13;265;1;89.9;2;1;1;1.0;Prestes a Hibernar
2811ad73853010acf94f73a07d9c3a3f;136;1;1499.9;4;1;4;2.5;Clientes Recentes
281a589201691767532e496d0d40ebc7;470;1;649.9;1;1;4;2.5;Hibernando
281f12cf31b533cb2d48c8147e9606e0;252;1;2999.9;2;1;5;3.0;Precisam de Atenção
2821b789e6c440b6f3515594b2592646;153;1;1499.9;4;1;4;2.5;Clientes Recentes
2825ce9bfc557b2f9e46019382c0ecf6;378;1;119.9;1;1;2;1.5;Hibernando
282ae7be3c19b39aae6600da3258dc2d;205;1;1499.9;3;1;4;2.5;Promissor
282b891fbc896965aa4bf4673d2418f8;69;1;279.9;5;1;3;2.0;Clientes Recentes
282bb98f56905453d8489b2d233869b1;526;1;22.9;1;1;1;1.0;Perdido
282ce318edf842e6dae50ca6d759f98b;459;1;2799.9;1;1;5;3.0;Em Risco
283dbe20ec213658329c32dc05277746;190;1;289.9;3;1;3;2.0;Promissor
2849bc99a352c2d05e87681be41628e3;112;1;189.9;4;1;2;1.5;Clientes Recentes
284c24639d06fd022ad9105c46f7f923;281;1;39.9;2;1;1;1.0;Prestes a Hibernar
284d6bbe873523ddaafba1ff080a7b69;553;1;49.9;1;1;1;1.0;Perdido
28537729e386e797c94fcd8447482cfd;216;1;2499.9;3;1;5;3.0;Lealdade Potencial
2857c9495a7e39f92c0ff0971036d26c;104;1;49.9;5;1;1;1.0;Clientes Recentes
286f68deaed72fcd74c89cffc9e02e35;486;1;2399.9;1;1;5;3.0;Em Risco
2883b515e6b720bb0ecc64965ee0aa00;94;1;11999.6;5;1;5;3.0;Lealdade Potencial
2887c7322bdeddcfc666b5f2d9c545d5;209;1;999.9;3;1;4;2.5;Promissor
28944c01561836b85c8282e6f9a1a295;290;1;429.9;2;1;3;2.0;Precisam de Atenção
28da9098d5696a038d59a8f3b339308f;388;1;4299.9;1;1;5;3.0;Em Risco
28dd394066eaba29434fa1ed25d4a459;14;1;279.9;5;1;3;2.0;Clientes Recentes
28e00be3c472f5b268813f82b1cf423e;171;1;99.9;4;1;2;1.5;Clientes Recentes
28e7419981c810e071e0f6b061129fbc;164;1;379.9;4;1;3;2.0;Clientes Recentes
291384255a1ee845c40f5b555a7d99ab;191;1;64.9;3;1;1;1.0;Promissor
29439d07bd0e5426abb4071d27af5cf9;68;1;64.9;5;1;1;1.0;Clientes Recentes
2953379eb7a88dc2f3ad11478e069174;199;1;22.9;3;1;1;1.0;Promissor
296d02687c099ff37e72de1b69c91696;70;1;4899.9;5;1;5;3.0;Lealdade Potencial
297671736648f96db5d0fc8a2a1fb30d;80;1;89.9;5;1;1;1.0;Clientes Recentes
2981d1943e024c9f88dbd736653225bb;354;1;449.9;2;1;3;2.0;Precisam de Atenção
29877a81378fcbf6a85c4520f6e34894;164;1;34.9;4;1;1;1.0;Clientes Recentes
298c3e1a698283a45f1c94df3942bb3b;155;1;2499.9;4;1;5;3.0;Lealdade Potencial
298c82330d6cbd3e5df8d818327ac4a3;143;1;69.9;4;1;1;1.0;Clientes Recentes
29b909cd71ce43caa89ebfd289dd01e2;251;1;329.9;2;1;3;2.0;Precisam de Atenção
29bbf509bf085413d69208f1547f76e0;232;1;3999.8;3;1;5;3.0;Lealdade Potencial
29c059c81f62aa098e896ddd7fbc5c32;383;1;2799.9;1;1;5;3.0;Em Risco
29dbbd0c3219e686ce393679d69d9d76;164;1;79.8;4;1;1;1.0;Clientes Recentes
29e62f773358aef29e7e421b95dea4e0;223;1;599.9;3;1;4;2.5;Promissor
29ef4cf50f1055fb00374424f0ab1870;136;1;1299.9;4;1;4;2.5;Clientes Recentes
2a07bb527e9136109981057d48af3924;25;1;99.9;5;1;2;1.5;Clientes Recentes
2a10552b7cce0c08b0af95a45897a92f;395;1;449.9;1;1;3;2.0;Hibernando
2a151ec82fd8a1ca7c3e212651ab5b24;409;1;649.9;1;1;4;2.5;Hibernando
2a2516124968ae352470365881edee89;160;1;59.9;4;1;1;1.0;Clientes Recentes
2a357a879d61172c33daeae85b0539f7;107;1;239.8;5;1;2;1.5;Clientes Recentes
2a43b0175206777c3bc96fc89bfbdcbd;107;1;349.9;5;1;3;2.0;Clientes Recentes
2a456aae65c24e15428c2f8e39367f23;56;1;59.9;5;1;1;1.0;Clientes Recentes
2a46fb94aef5cbeeb850418118cee090;204;1;129.9;3;1;2;1.5;Promissor
2a4fd5807f2912ab0596a468bb514e6e;224;1;329.9;3;1;3;2.0;Promissor
2a532e879c1278727d9d7001890cd333;218;2;5034.8;3;2;5;3.5;Lealdade Potencial
2a68de4e6f417719973d073cc25e8b35;439;1;1499.9;1;1;4;2.5;Hibernando
2a6965ae559ada2811f145cb06369076;218;1;2199.9;3;1;5;3.0;Lealdade Potencial
2a6f5b4fbc6608e1cbfe8b7b4c113ba5;170;1;1499.9;4;1;4;2.5;Clientes Recentes
2a6fa2d06c29f25077fe074269eeeda7;168;1;1499.9;4;1;4;2.5;Clientes Recentes
2a7230e23560f09790ff1730db0975d5;250;1;259.9;2;1;2;1.5;Prestes a Hibernar
2a87b667d8f245547f3dad4341d8b850;15;1;1199.9;5;1;4;2.5;Clientes Recentes
2a93b72166bf68a02a8592093c01359e;332;1;3399.9;2;1;5;3.0;Precisam de Atenção
2aab68499e5a2b627282a496f5b0ed33;75;1;69.9;5;1;1;1.0;Clientes Recentes
2ab762d43195d0d50046acf0fba47b63;97;1;19.9;5;1;1;1.0;Clientes Recentes
2ac6f6d09c75bb721defa2eb7a4f52a1;353;1;279.9;2;1;3;2.0;Precisam de Atenção
2acb0088343d9735b64b4fab38ae4540;185;1;569.7;3;1;4;2.5;Promissor
2ad0e1e350690bdeb7acf5e159485cc6;251;1;399.5;2;1;3;2.0;Precisam de Atenção
2ad3e60daba1700dc116ea525e842f28;205;1;199.8;3;1;2;1.5;Promissor
2adecc69c1d234f34fa6b844180db1de;211;1;15.9;3;1;1;1.0;Promissor
2ae1c58b259e5dc3f215ebc889d38701;577;1;2199.9;1;1;5;3.0;Em Risco
2ae8173a688e326821403a5b7a6858c2;528;1;42.9;1;1;1;1.0;Perdido
2aec204bfe4ca88dfd6ba1616a949354;84;1;1699.9;5;1;5;3.0;Lealdade Potencial
2afe4c6bfd55a706f7398a44c9d79aa8;158;1;109.9;4;1;2;1.5;Clientes Recentes
2b0e1bb3dab9775004ec764ce399228b;16;1;259.9;5;1;2;1.5;Clientes Recentes
2b1033515a55b95923160535724bd8c3;74;1;79.9;5;1;1;1.0;Clientes Recentes
2b161eaf4956b131691842e87b3c39c7;184;2;265.8;3;2;3;2.5;Promissor
2b1ff9585b05c73232a93e5440697094;211;1;249.9;3;1;2;1.5;Promissor
2b2d91ebbd89a09f9ba793a0e835eaa9;167;1;149.9;4;1;2;1.5;Clientes Recentes
2b2f2762ef148b500de6f800f4ae60c1;127;1;1199.9;4;1;4;2.5;Clientes Recentes
2b40d79d838a6fa4022ee7f7070bcd6d;179;1;329.9;4;1;3;2.0;Clientes Recentes
2b4871f788b44ee004ec2c7fc7cd420b;408;1;129.9;1;1;2;1.5;Hibernando
2b53267d59423e552bc93a0e771f4ade;180;1;259.9;4;1;2;1.5;Clientes Recentes
2b57f35005e0ecfc6250ae932c4aac95;492;1;289.9;1;1;3;2.0;Hibernando
2b5c310473ca8a4d2a339d049cbe6dab;117;1;3899.9;4;1;5;3.0;Lealdade Potencial
2b5ffb4c42d26e466ad575ecce365aa2;535;1;449.9;1;1;3;2.0;Hibernando
2b6215c6984a83718626d4243137037d;164;1;2499.9;4;1;5;3.0;Lealdade Potencial
2b709626401beed2b8a30a2c4ff6a042;174;1;69.9;4;1;1;1.0;Clientes Recentes
2b8308ae10aec89034e0db68554702bf;70;1;59.9;5;1;1;1.0;Clientes Recentes
2b895cf0ddf156f35a694db7a0a81dc8;400;1;8599.8;1;1;5;3.0;Em Risco
2b8e8062d6c0c32158964cdfd89f7a0a;206;1;1499.9;3;1;4;2.5;Promissor
2b8fa097e611594e71a06a99db69beb0;86;1;69.9;5;1;1;1.0;Clientes Recentes
2b991d566a6300b5f1f914111405b62e;511;1;2799.9;1;1;5;3.0;Em Risco
2b99c2ba00b6b2290e1853833a1d4cf2;191;1;1499.9;3;1;4;2.5;Promissor
2bbea1ac96f34624099f09e3f7ea0809;129;1;329.9;4;1;3;2.0;Clientes Recentes
2bdf6e9b5bcfd6c33a43ac443c0a90a4;156;1;109.9;4;1;2;1.5;Clientes Recentes
2befc3a795b07c3b2005fd7050c72863;167;1;29.9;4;1;1;1.0;Clientes Recentes
2bf93b9956e26356b52f5d426c7801de;696;1;3999.9;1;1;5;3.0;Em Risco
2c014dfde9807d981940bde93bf7e4ce;199;1;22.9;3;1;1;1.0;Promissor
2c03431d52e6ae4479a2a2310fb2e481;268;2;99.8;2;2;1;1.5;Prestes a Hibernar
2c03b41fba5ad24f3f4789ab982a9f4a;14;1;1199.9;5;1;4;2.5;Clientes Recentes
2c0a90b7a66b7582c5d774d9599c08c3;202;1;22.9;3;1;1;1.0;Promissor
2c0e05701aacff128ff6eade69e72f86;56;1;229.9;5;1;2;1.5;Clientes Recentes
2c0e71415fe77e6fcc74d50c42ebe0a9;134;1;259.9;4;1;2;1.5;Clientes Recentes
2c11373dede7576854225024f3719550;121;1;64.9;4;1;1;1.0;Clientes Recentes
2c137b2f03299b962587ea9bd06a6fef;280;1;399.9;2;1;3;2.0;Precisam de Atenção
2c1f5249b80192e935230e4ea0b1fede;232;1;219.9;3;1;2;1.5;Promissor
2c22bd0f6f94ba7aaa846a3c3285f2dc;38;1;1799.9;5;1;5;3.0;Lealdade Potencial
2c259232794385ce4186382c25aafa92;539;1;1599.8;1;1;5;3.0;Em Risco
2c2ca0d812c417f751bf4a340e76a572;102;1;329.9;5;1;3;2.0;Clientes Recentes
2c3315bf85685cb0ef5c90510473cdae;218;1;79.8;3;1;1;1.0;Promissor
2c3951930dbff1b18def8abcc492cd08;22;1;2799.9;5;1;5;3.0;Lealdade Potencial
2c533ae4556bd5b836ca6edc1ea42cd7;116;1;259.9;4;1;2;1.5;Clientes Recentes
2c684f62b83fd608967683ed72d07da5;231;1;399.9;3;1;3;2.0;Promissor
2c6f18d5357a85878fcde7536c76f1ce;540;1;799.9;1;1;4;2.5;Hibernando
2c6f62969907bc67dad42631fda31a53;167;1;2599.9;4;1;5;3.0;Lealdade Potencial
2c7a802e0d32ce5642dd15228e54a475;163;1;9999.8;4;1;5;3.0;Lealdade Potencial
2c7dc2d77f266837205c84e3e91e8449;64;1;219.9;5;1;2;1.5;Clientes Recentes
2c8baf984ba1a5cc7b56b575f7feb9d3;331;1;3999.9;2;1;5;3.0;Precisam de Atenção
2c8faf7d8d2ec4db55df65ad1074676f;183;1;39.9;3;1;1;1.0;Promissor
2c961ee955abb3ac9a80babd54ed4156;215;1;799.9;3;1;4;2.5;Promissor
2c98aa6e9deb2ca82b43b0ca3705a7a7;202;1;529.9;3;1;3;2.0;Promissor
2ca298adaa0c377d5450bb1558b40e27;27;1;179.9;5;1;2;1.5;Clientes Recentes
2cac668bd8be5a17a5ec4e1113e1243e;21;1;1129.9;5;1;4;2.5;Clientes Recentes
2cbfa4c88987857e07ce248e7d3dbd9c;154;1;279.9;4;1;3;2.0;Clientes Recentes
2cc63ed1634fbefdef65393d23c84fc2;154;1;1499.9;4;1;4;2.5;Clientes Recentes
2cc893f1618b7317170ba2456cf76117;177;1;989.7;4;1;4;2.5;Clientes Recentes
2ccb4593675068e2975feca32b473274;243;1;549.9;2;1;3;2.0;Precisam de Atenção
2cd6628c58cae6cfbc52dc52ed9f24a6;56;1;1499.9;5;1;4;2.5;Clientes Recentes
2cd86dbe4ab909dc6c4525da850e4ccc;200;1;49.9;3;1;1;1.0;Promissor
2ce9755c84e47b391e5255ff3e41c34c;47;1;399.9;5;1;3;2.0;Clientes Recentes
2cff422ea56f68a1e1bdce4371b88d66;100;2;79.8;5;2;1;1.5;Clientes Recentes
2d170cd13ebaea10fd00ad9e40c35d3d;135;1;529.9;4;1;3;2.0;Clientes Recentes
2d178f990a941521701a798ea92d9a11;171;1;2599.9;4;1;5;3.0;Lealdade Potencial
2d2616826443ccc5be23aa13edf2fe23;461;1;289.9;1;1;3;2.0;Hibernando
2d462921bfc3604f732bb3109d5e7259;299;1;399.9;2;1;3;2.0;Precisam de Atenção
2d4804a040ae031a68b7dc18a750041c;189;1;39.9;3;1;1;1.0;Promissor
2d50c27c8b28404a6433d74ad19a639d;129;1;2499.9;4;1;5;3.0;Lealdade Potencial
2d6c161ff6241d897f6070eb08e408cd;285;1;1799.8;2;1;5;3.0;Precisam de Atenção
2d81b697523636d18b7ac4e7397aebd5;58;1;999.9;5;1;4;2.5;Clientes Recentes
2d8b24c6f00fcdb35954703e09025771;277;1;1799.9;2;1;5;3.0;Precisam de Atenção
2d9059284ea1d05535aecee39c083441;344;1;269.7;2;1;3;2.0;Precisam de Atenção
2d92793a569a55d6337b7b61d3d45e04;412;1;34.9;1;1;1;1.0;Perdido
2d9d5d0a28c03c50b212ce7a83962911;193;1;69.9;3;1;1;1.0;Promissor
2d9decde68108c2233c662aeb3310a64;202;1;3599.8;3;1;5;3.0;Lealdade Potencial
2da006a79e9f6a9811c630ea4c9fd031;101;1;799.9;5;1;4;2.5;Clientes Recentes
2da33a7265352cc9e0e4474752a0dfc0;139;1;899.9;4;1;4;2.5;Clientes Recentes
2db30afa2e791f20edcaf11c2522572d;54;1;299.9;5;1;3;2.0;Clientes Recentes
2dbc368e40b8b5c488cc4871a891b6b5;181;1;22.9;4;1;1;1.0;Clientes Recentes
2dc92af471496ca347e530172e0979e7;189;1;249.9;3;1;2;1.5;Promissor
2dcd856e6e9f05230b7023c1c616814d;321;1;399.9;2;1;3;2.0;Precisam de Atenção
2dd0f0f812e746c1bc7c09ac0932756a;538;1;399.9;1;1;3;2.0;Hibernando
2dd5d907b9acbb6c573a11a1d8979358;188;1;389.9;3;1;3;2.0;Promissor
2dec450164b26f0f45ccbee550cd9091;101;1;299.9;5;1;3;2.0;Clientes Recentes
2df6d3a456f787db17dabcc23884250e;277;1;5499.9;2;1;5;3.0;Precisam de Atenção
2dfb47f553da7cc2a4b874efa420822f;233;1;119.8;2;1;2;1.5;Prestes a Hibernar
2dfcda64e46be800718fe18177836760;437;1;79.8;1;1;1;1.0;Perdido
2dfcf246b58dae24a063c8e0cc3cf309;370;1;199.9;2;1;2;1.5;Prestes a Hibernar
2e0081869569510bd3c45a71d2563ec8;327;1;249.9;2;1;2;1.5;Prestes a Hibernar
2e042bbee6a6c8bd718684fcc0ca2876;350;1;259.9;2;1;2;1.5;Prestes a Hibernar
2e201bc75649e94412bc30a19f84132f;107;1;64.9;5;1;1;1.0;Clientes Recentes
2e235c20dbbb4ff8df5506f0c3592c78;520;1;799.9;1;1;4;2.5;Hibernando
2e2ac9b487e03daa3fab4888dd4c5c23;144;1;259.9;4;1;2;1.5;Clientes Recentes
2e45c53852649a3a72125d3ec819ace2;204;1;259.9;3;1;2;1.5;Promissor
2e54509ba945d76438370d9e475606c0;497;1;519.8;1;1;3;2.0;Hibernando
2e642fa075db8661dab42c957cfe6290;191;1;1499.9;3;1;4;2.5;Promissor
2e7b355c1bd347b40e4e52f51ad4ad14;260;1;259.9;2;1;2;1.5;Prestes a Hibernar
2e7c2c60f89f415b2b356a83565d2f76;223;1;259.9;3;1;2;1.5;Promissor
2e7c9e1f1d86b290483b5493046f22d7;206;1;79.9;3;1;1;1.0;Promissor
2e814a751f137ac371d303481b3711af;187;1;279.9;3;1;3;2.0;Promissor
2e82afc308c001606c64ab1f206b61e6;109;1;59.9;5;1;1;1.0;Clientes Recentes
2e8b834cef7e756e85f76f313a6a75f8;330;1;7799.8;2;1;5;3.0;Precisam de Atenção
2ea34b4e1f7b673fd8d869b85804d720;271;1;64.9;2;1;1;1.0;Prestes a Hibernar
2eaddf9433d29f86960d56b390c3f304;156;1;329.9;4;1;3;2.0;Clientes Recentes
2ec795a39feac8b0ffac1f2aedcdbbfe;28;1;239.9;5;1;2;1.5;Clientes Recentes
2edbc56cb0ca4af60be547d9a7d48895;203;1;99.9;3;1;2;1.5;Promissor
2eed64615438b22b4e34320f84869d15;134;1;3299.9;4;1;5;3.0;Lealdade Potencial
2ef9d08f2d594cdb455eb3c5ae509074;263;1;279.9;2;1;3;2.0;Precisam de Atenção
2f08332afa68530c6ab0f1a1cf2e4244;28;1;2799.9;5;1;5;3.0;Lealdade Potencial
2f1581691a6b5f54b075a067ef1506b0;526;1;4799.7;1;1;5;3.0;Em Risco
2f2c5d1fdc5db8d9302cec6fd6dad0ad;208;1;1899.9;3;1;5;3.0;Lealdade Potencial
2f2f4b5a5700a5b108e6da7f0f5f5bb3;84;2;129.8;5;2;2;2.0;Clientes Recentes
2f3e471ccafcf2435eb71488675a2fc7;184;1;289.9;3;1;3;2.0;Promissor
2f42ccbaed1893449ff76d769608b98c;135;1;29.9;4;1;1;1.0;Clientes Recentes
2f5e8eac4bb8769b51998b18ca267afd;464;1;1799.9;1;1;5;3.0;Em Risco
2f63dfffac168a35b6e34d677be59aae;224;1;799.9;3;1;4;2.5;Promissor
2f6fb8d1f089595a3378822baed7b636;87;1;259.9;5;1;2;1.5;Clientes Recentes
2fc1cc7c7f0d663657274eb0d9228086;260;1;259.9;2;1;2;1.5;Prestes a Hibernar
2fd0b9cd3c494cbcb7ca0f97e9d76213;41;1;799.9;5;1;4;2.5;Clientes Recentes
2fd67196b262395b933da4c1346fd26c;507;1;529.9;1;1;3;2.0;Hibernando
2fe6c4529825d758b955ef6537b105c2;23;1;359.9;5;1;3;2.0;Clientes Recentes
2ff2e11b4ccf829883be874304328ff2;66;1;329.9;5;1;3;2.0;Clientes Recentes
3007d31c1b146229015df7b0acb29499;514;1;649.9;1;1;4;2.5;Hibernando
303455eff9d155d26c9a7ed960fdd099;436;1;799.8;1;1;4;2.5;Hibernando
3049f49a33cdd60887e89c07dd4a1e7c;217;1;199.8;3;1;2;1.5;Promissor
305d4defdfe8b3f01c754e700afdc02a;237;1;1999.9;2;1;5;3.0;Precisam de Atenção
3065271ed4f6763475a4466750414c23;433;1;3399.9;1;1;5;3.0;Em Risco
307f47fa56b788fa7c4e30ea36c1ae46;354;1;199.9;2;1;2;1.5;Prestes a Hibernar
3080d6a96ac54f2b88adcfaa49de7ff9;380;1;179.8;1;1;2;1.5;Hibernando
3091200f8c2e1070cdce20e0446f152a;178;1;1499.9;4;1;4;2.5;Clientes Recentes
309acc8c68f7c802015a2b0df9602323;197;1;324.5;3;1;3;2.0;Promissor
309ad0882e18729b77dbe9b6bdbb2165;403;1;69.9;1;1;1;1.0;Perdido
30de487f7843e6211c6c17539fdd99d8;556;1;449.9;1;1;3;2.0;Hibernando
30e15d76053e5304e98b97888ff0bcbd;236;1;279.9;2;1;3;2.0;Precisam de Atenção
30e8026f44c4200b7d0186e73bb25d75;394;1;699.9;1;1;4;2.5;Hibernando
30f332e3c2918624115cf18e5ca3bc3e;106;1;1499.9;5;1;4;2.5;Clientes Recentes
30fb797166d5fd14e26d05b73dd666b6;212;1;149.9;3;1;2;1.5;Promissor
310647380793836bfa5b7b6b3f518423;499;1;499.9;1;1;3;2.0;Hibernando
3109f64ceed4eb5637cec6e6bf95bc09;477;1;1199.8;1;1;4;2.5;Hibernando
3111af3686f18c277dad422df8cbae17;143;1;79.9;4;1;1;1.0;Clientes Recentes
3120f54da23ff19d587558a5fdc7a284;177;1;59.9;4;1;1;1.0;Clientes Recentes
312759a8d9d7e7fae4997a9eec21d2ef;213;1;379.9;3;1;3;2.0;Promissor
31329ee430dd72f8e82f49a71e198a12;286;1;399.8;2;1;3;2.0;Precisam de Atenção
3142ed5ef9fadb55dd02df21e80a5f6a;191;1;45.9;3;1;1;1.0;Promissor
3143f2c10da2df38f987eb62ac9c7b53;273;1;21.9;2;1;1;1.0;Prestes a Hibernar
314d498639a7a7e9b8f135a0e9d138c0;317;1;279.9;2;1;3;2.0;Precisam de Atenção
315ba9db647cb218fd5c0bda98736cb6;207;1;34.9;3;1;1;1.0;Promissor
316d6ccdf24ac783b5e4ccdff8506af9;318;1;239.9;2;1;2;1.5;Prestes a Hibernar
317976b82ac3e3e131f2ea236e6a7b17;212;1;45.9;3;1;1;1.0;Promissor
319677a4ab8260c1c2f47e2340f326c5;460;1;19.9;1;1;1;1.0;Perdido
319b8f88851aac75605cc06bb64bf1a8;471;1;199.9;1;1;2;1.5;Hibernando
319df3f4e38c4bcf9e3bccd1bb504bdc;81;1;249.9;5;1;2;1.5;Clientes Recentes
31a98cf218b88e127990ae3ded21211f;227;1;2299.9;3;1;5;3.0;Lealdade Potencial
31af9bec4ba47ddde045e5de5412ed6f;315;1;25.9;2;1;1;1.0;Prestes a Hibernar
31b0f587f0c7b541c511988575c67cb6;219;1;339.8;3;1;3;2.0;Promissor
31c9035341cb7e0645f2f6531616efd2;229;1;64.9;3;1;1;1.0;Promissor
31da3a25a698af90c645cc6bb62e50f1;31;1;79.8;5;1;1;1.0;Clientes Recentes
